@relation Mood_sharing

@attribute usedName string
@attribute following numeric
@attribute follower numeric
@attribute numOfTweets numeric
@attribute mentionScore numeric
@attribute hashtagScore numeric
@attribute numOfArticleShared numeric
@attribute numOfArticleSharedDist numeric
@attribute numOfFavorities numeric
@attribute numOfList numeric
@attribute upbeat numeric
@attribute worried numeric
@attribute angry numeric
@attribute depress numeric
@attribute plugedIn numeric
@attribute personable numeric
@attribute distant numeric
@attribute spacy numeric
@attribute analytic numeric
@attribute sensory numeric
@attribute inTheMoment numeric
@attribute openness numeric
@attribute consciousness numeric
@attribute extraversion numeric
@attribute agreeableness numeric
@attribute neuroticism numeric
@attribute avglikes numeric
@attribute mood_indignant numeric
@attribute mood_disappointed numeric
@attribute mood_worried numeric
@attribute mood_amused numeric
@attribute mood_satisfied numeric
@data
fondieuropei20,882,1750,11700,0.059837728194726165,0.05070993914807302,23,0.16197,93,0,18,29,16,41,55,7,78,32,10,12,39,0.25900000000000006,0.16837499999999977,0.1561111111111111,0.1469999999999999,0.12464285714285726,1.2280878630059135,0.19,0.09,0.15,0.07,0.51
miliziachristi,30,739,9951,0.01743027888446215,0.14143426294820718,27,0.15517,11,?,13,21,16,44,48,6,73,16,18,14,40,0.2130000000000001,0.12450000000000018,0.16416666666666666,0.11649999999999987,0.14303571428571452,3.1103427635023557,0.61,0.06,0.03,0.01,0.3
signorbonavent1,9319,10900,140,0.0016611295681063123,0.01937984496124031,17,0.13386,23,?,18,44,19,52,23,13,52,43,9,15,42,0.26600000000000007,0.11475000000000017,0.11916666666666663,0.12899999999999984,0.09749999999999996,2.6052631578947367,0.14,0.07,0.07,0.21,0.51
PieroRossi63,900,353,2284,0.004918032786885246,0.001639344262295082,8,0.03636,5,0,16,37,16,43,13,10,29,67,8,15,35,0.25999999999999995,0.1404500000000002,0.17249999999999988,0.15700000000000003,0.1155357142857144,2.7687999502721397,0.47,0.09,0.03,0.05,0.35
nicolaborri,384,500,3638,0.018960244648318043,0.09113149847094801,13,0.11111,437,0,34,36,26,40,53,27,62,35,30,21,34,0.23999999999999994,0.18654999999999997,0.15083333333333337,0.16000000000000011,0.15678571428571442,1.4039097633008164,0.68,0.01,0.08,0.03,0.19
PaoloConta,181,182,1232,0.016116941529235384,0.022488755622188907,58,0.33143,16,1,23,35,24,40,25,11,70,34,9,17,37,0.23500000000000015,0.1407833333333331,0.14499999999999996,0.14999999999999994,0.08660714285714281,1.9745171970887365,0.71,0.07,0.06,0.07,0.09
MiurSocial,1364,34400,5350,0.12224591329068941,0.11727078891257996,15,0.14019,2563,2,10,21,16,48,54,6,65,25,8,10,36,0.23200000000000004,0.15544999999999973,0.17999999999999997,0.1605000000000001,0.13696428571428587,0.9038008143739202,0.25,0.07,0.07,0,0.61
dorinileonardo,989,497,10700,0.02284843869002285,0.05712109672505712,7,0.05303,8361,?,24,72,25,46,57,19,69,43,15,10,40,0.22400000000000006,0.11853333333333349,0.1225,0.13700000000000004,0.08982142857142861,2.5696389877727905,0.14,0.05,0.05,0.04,0.73
jacopogiliberto,1138,3565,45900,0.036077235772357726,0.046747967479674794,34,0.272,629,10,13,40,16,53,50,8,66,32,8,18,37,0.24799999999999994,0.12265000000000013,0.14916666666666673,0.13149999999999998,0.1042857142857144,2.9944809735378404,0.5,0.16,0.16,0.08,0.1
PasqSorgente,1996,210,26100,0.021196063588190765,0.06850870552611658,5,0.02463,4889,?,19,26,24,46,40,10,53,36,8,55,46,0.21900000000000003,0.13808333333333314,0.14416666666666683,0.12250000000000004,0.13589285714285712,2.051282051282051,0.03,0.08,0.12,0.1,0.67
pianetaurano,636,1123,6224,0.007947019867549669,0.007947019867549669,4,0.03419,852,0,22,23,16,42,41,10,56,32,10,18,42,0.24200000000000021,0.16316666666666652,0.13361111111111115,0.12950000000000006,0.14035714285714296,2.195876288659794,0.79,0.04,0.04,0,0.13
omarbula,108000,116000,124000,0.03655913978494624,0.34623655913978496,22,0.25581,30100,7,14,39,19,40,79,6,73,29,9,10,36,0.20100000000000012,0.15549999999999992,0.15916666666666676,0.1705,0.11089285714285742,2.108522857815534,0.41,0.15,0.1,0.05,0.29
alehuber,641,498,1541,0.07038440714672442,0.0752571737953438,10,0.07937,18,1,12,41,18,46,51,9,61,29,8,12,36,0.2720000000000001,0.1364,0.14249999999999996,0.1465,0.11875000000000002,13.895150227070767,0.65,0.05,0.16,0.03,0.11
IdaDiMartino,607,1559,4507,0.04556589906908378,0.11170994610485056,16,0.10458,510,?,18,27,20,39,56,8,70,41,9,22,35,0.22799999999999992,0.12350000000000015,0.12500000000000006,0.1020000000000001,0.08892857142857145,2.2954434660247425,0.39,0.07,0.08,0.1,0.36
virtualex71,861,857,52100,0.05016357688113413,0.09487459105779716,3,0.03297,15100,?,12,33,16,50,43,9,55,23,9,16,37,0.215,0.15950000000000017,0.1583333333333334,0.1335000000000001,0.1458928571428573,3.5891472868217056,0.11,0.37,0.04,0.09,0.39
PreventiviHR,412,242,1109,0.03214285714285714,0.1126984126984127,26,0.125,13,0,13,39,19,48,50,11,67,28,10,16,38,0.2690000000000002,0.18499999999999958,0.1640277777777778,0.15349999999999997,0.12303571428571429,2.4224719101123595,0.89,0.01,0.02,0.02,0.06
marcomiglio,1185,235,2729,0.03413498836307215,0.13576415826221877,3,0.02439,14,0,19,29,16,49,44,11,66,40,12,18,39,0.2670000000000002,0.14328333333333343,0.1258333333333334,0.1624999999999999,0.1094642857142857,6.462585034013605,0.33,0,0.13,0.27,0.27
gendolavigna,901,141,19200,5.743825387708214E-4,0.0,56,0.21622,5,0,9,19,16,47,11,8,42,20,13,14,39,0.2520000000000002,0.16178333333333353,0.14249999999999993,0.16550000000000012,0.13303571428571426,0.8035245750025366,0.54,0.03,0.04,0.07,0.31
Easyviaggio,365,4131,2078,0.03982576228998133,0.20784069695084006,8,0.03774,25,1,12,61,16,49,52,12,48,37,8,14,37,0.23400000000000015,0.11214999999999999,0.12916666666666657,0.10499999999999991,0.10946428571428565,4.346700336700336,0.38,0.17,0.03,0.15,0.28
DanieleNahum,892,1584,5539,0.06165282028858767,0.09138609532138173,11,0.07143,799,?,12,25,26,42,64,7,78,33,8,13,36,0.2310000000000002,0.1290333333333335,0.12749999999999997,0.15250000000000014,0.09964285714285719,3.907838430295771,0.55,0.04,0.05,0.02,0.35
wizzetto,604,287,7512,0.05240868184224457,0.11911064055055585,3,0.01714,1384,2,12,35,16,65,51,10,48,46,8,19,40,0.2460000000000002,0.13405,0.15583333333333346,0.1505000000000001,0.13000000000000003,7.218451749734888,0.85,0.02,0.02,0.03,0.08
EssereAnimali,248,2870,1831,0.02015748031496063,0.05984251968503937,33,0.17368,182,2,12,26,21,45,30,7,53,30,9,11,33,0.23600000000000002,0.11874999999999991,0.1366666666666666,0.12400000000000004,0.08517857142857138,1.8978025617728085,0.35,0.16,0.17,0.07,0.25
tulliomarra,327,52,3733,0.002459268367660621,0.0,45,0.18672,140,2,10,26,16,54,13,8,41,58,9,20,42,0.2240000000000001,0.11989999999999996,0.1483333333333333,0.142,0.06696428571428571,2.3295855550234212,0.43,0.1,0.1,0.08,0.3
milanonelweb,55,3844,18900,0.0,0.001055594651653765,100,0.41494,4,1,9,26,23,50,12,5,52,29,7,11,32,0.2590000000000001,0.144925,0.15166666666666673,0.1520000000000001,0.12732142857142847,2.286910377771462,0.35,0.09,0.06,0.05,0.46
ilSaggiatoreEd,342,49000,19500,0.02969938428105759,0.03332126041289388,30,0.16575,2380,0,16,29,16,45,45,10,61,48,13,14,38,0.25199999999999995,0.12420000000000023,0.12000000000000002,0.12249999999999997,0.10160714285714281,1.8791254361354308,0.14,0.31,0.06,0.04,0.45
lexfontanaroma,233,338,528,0.01311866428145498,0.016100178890876567,4,0.02105,20,0,8,19,16,51,13,5,39,41,9,10,43,0.24699999999999997,0.1417499999999999,0.1583333333333334,0.13199999999999998,0.11982142857142876,1.4063704050817452,0.87,0.02,0.01,0.04,0.06
StefanoDeloren1,945,412,6724,0.07221954742416947,9.629272989889263E-4,5,0.025,2291,0,12,28,28,59,34,9,45,40,11,16,37,0.252,0.17946666666666644,0.12333333333333334,0.17566666666666675,0.15982142857142886,3.9458823303456385,0.33,0.15,0.11,0.03,0.37
francifialdini,897,5684,3261,0.06998444790046657,0.05598755832037325,9,0.09574,6591,0,18,45,16,37,79,10,77,39,8,15,34,0.22699999999999998,0.1277500000000002,0.13916666666666666,0.12649999999999997,0.10303571428571437,2.7227342549923192,0.42,0.2,0.1,0.04,0.24
Tommasolabate,995,63800,13500,0.027255029201817,0.05126541207008436,9,0.07826,6465,8,12,41,17,48,52,9,60,31,8,24,41,0.2510000000000003,0.1105000000000001,0.12083333333333338,0.13549999999999995,0.11071428571428577,2.589518146054243,0.41,0.03,0.07,0.14,0.35
TalitaPistelliM,209,77,103,0.01791277258566978,0.21339563862928349,12,0.13793,15,?,41,57,26,29,82,27,64,61,23,34,39,0.24100000000000005,0.18551666666666658,0.16833333333333333,0.14350000000000007,0.16678571428571437,1.4436211727036223,0.21,0.18,0.29,0.05,0.27
pedropabloglez,230,9612,27400,0.05019305019305019,0.05019305019305019,22,0.13018,89,2,13,34,20,40,29,8,55,37,10,11,32,0.19700000000000006,0.1784000000000002,0.1666666666666666,0.19400000000000003,0.11982142857142876,2.696070303523292,0.41,0.17,0.13,0.12,0.16
steATgroove,490,1030,47000,0.008665511265164644,0.05199306759098787,12,0.09375,12000,2,8,79,26,66,41,26,57,58,15,18,46,0.23200000000000012,0.14020000000000005,0.1458333333333334,0.14116666666666672,0.11357142857142861,1.2377220480668756,0.32,0.15,0.03,0.03,0.47
figliodannibale,467,106,2226,0.02161605764282038,0.1399897066392177,2,0.01124,12,2,30,22,34,37,67,9,71,40,10,33,37,0.21599999999999997,0.10470000000000039,0.13916666666666663,0.12350000000000001,0.11482142857142844,2.0,0,0.14,0.14,0.14,0.58
mimmomazza,589,926,2157,0.014790468364831553,0.09367296631059983,5,0.06173,609,0,13,21,16,47,52,7,67,29,8,14,40,0.23500000000000007,0.13250000000000006,0.17416666666666664,0.15849999999999992,0.1007142857142859,2.2127786964703198,0.59,0.06,0.05,0.04,0.26
micheleboldrin,471,27700,4916,0.0174110522331567,0.001514004542013626,32,0.16842,695,0,20,63,16,43,24,20,54,44,16,13,38,0.22299999999999998,0.15254999999999982,0.1716666666666667,0.14,0.11160714285714285,2.1038164913972253,0.55,0.07,0.07,0.07,0.25
JustPaoloP,294,9,609,0.0,0.001892147587511826,12,0.05607,70,0,15,43,22,39,12,12,40,93,9,14,35,0.23600000000000002,0.13643333333333335,0.18083333333333326,0.14150000000000001,0.09678571428571446,2.744824016563147,0.46,0.08,0.22,0.09,0.14
SofiaCoppola5,317,708,16600,0.0468187274909964,0.07322929171668667,2,0.03175,23600,0,25,37,20,38,58,11,56,36,13,31,39,0.231,0.13200000000000028,0.1416666666666667,0.13449999999999998,0.10767857142857147,1.7608695652173914,0.41,0.23,0.03,0.2,0.13
NicoCapuzzo,223,520,3908,0.09747979077508322,0.04136947218259629,27,0.15517,11,0,12,27,22,51,48,12,70,35,14,16,37,0.25400000000000017,0.19754999999999953,0.18833333333333319,0.1545,0.13428571428571426,1.1808996583352314,0.3,0.12,0.13,0.11,0.34
NaomiOhReally,1086,9127,6936,0.012422360248447204,0.034782608695652174,16,0.08939,1373,4,37,30,35,49,48,30,64,46,48,33,28,0.2770000000000001,0.17266666666666655,0.15666666666666662,0.10266666666666667,0.18089285714285724,2.346713501088544,0.43,0.1,0.16,0.05,0.25
NewsSport,690,1510,43000,0.0,0.07254335260115607,76,0.29344,2,?,11,32,16,46,24,7,38,47,8,11,37,0.26300000000000007,0.13739999999999997,0.16083333333333333,0.145,0.10124999999999995,1.498508031181323,0.15,0.18,0.05,0.11,0.51
LivingCorriere,797,14200,6016,0.024364775495997214,0.09780717020536026,176,0.88889,1383,1,9,49,17,48,34,11,40,35,8,12,34,0.23900000000000013,0.14218333333333324,0.1458333333333334,0.17,0.10875000000000012,2.051282051282051,0.03,0.08,0.12,0.1,0.67
intelligencebar,1,348,77300,0.0,0.00124031007751938,40,0.15385,0,0,25,61,39,49,23,13,59,33,25,24,28,0.222,0.17628333333333301,0.15166666666666664,0.11600000000000005,0.13839285714285715,2.5182009016368907,0.47,0.11,0.11,0.1,0.21
emenietti,461,11500,32000,0.031586021505376344,0.01478494623655914,33,0.1441,3,1,10,27,26,45,27,7,34,45,8,14,40,0.22699999999999998,0.11653333333333339,0.12833333333333333,0.11999999999999991,0.09696428571428564,4.005420891090497,0.28,0.15,0.23,0.17,0.16
Abbipazienza,900,857,799,0.035526315789473684,0.01118421052631579,29,0.31522,57,8,14,63,42,49,41,17,54,74,10,13,42,0.27500000000000013,0.1263000000000002,0.16499999999999998,0.15600000000000006,0.121607142857143,2.6681037730707446,0.33,0.2,0.09,0.03,0.34
PeppeMutto,637,272,1957,0.02100840336134454,0.03466386554621849,4,0.04444,1061,0,12,26,19,44,33,7,55,35,8,17,36,0.2790000000000001,0.13560000000000014,0.1366666666666667,0.12349999999999989,0.10714285714285728,2.516539184111648,0.39,0.07,0.21,0.1,0.23
two71828,221,85,109,0.02154398563734291,0.0933572710951526,10,0.20833,21,0,19,19,19,48,30,11,59,44,15,16,41,0.22600000000000006,0.17039999999999977,0.16000000000000003,0.1955000000000001,0.12946428571428575,3.621181828764333,0.56,0.03,0.04,0.13,0.24
GiuliaCiarapix,2000,1240,4024,0.07701492537313433,0.10029850746268656,3,0.02521,1434,?,13,40,16,43,50,10,64,34,10,18,37,0.234,0.10200000000000023,0.14166666666666664,0.11049999999999985,0.11392857142857146,3.2596491228070175,0.32,0.61,0.02,0.01,0.04
antoniacincioni,1597,1195,20700,0.0029308323563892145,0.0035169988276670576,37,0.16087,5683,?,11,59,24,45,23,8,53,63,9,11,37,0.26900000000000013,0.13873333333333351,0.14499999999999996,0.13949999999999985,0.09321428571428576,2.6750502767077,0.35,0.05,0.08,0.06,0.46
donnadimezzo,2144,3292,105000,0.04310344827586207,0.04885057471264368,20,0.66667,140000,1,13,45,16,66,45,12,57,33,9,16,39,0.20800000000000005,0.15830000000000052,0.13250000000000012,0.18050000000000005,0.11517857142857194,2.75649255094041,0.6,0.09,0.08,0.06,0.17
a22allegra,126,24,1138,0.0,0.004424778761061947,6,0.02715,14,0,13,48,20,48,13,11,29,64,7,17,39,0.24900000000000008,0.15622499999999984,0.17833333333333334,0.14650000000000005,0.14250000000000002,1.0,0.25,0.59,0,0.08,0.08
marcoregni,5171,7128,45800,0.06890243902439025,0.11036585365853659,2,0.01307,21900,3,16,21,16,46,53,8,62,48,12,15,33,0.2580000000000002,0.15079999999999985,0.15083333333333335,0.13799999999999998,0.13875000000000023,1.0,0.5,0,0,0,0.5
Fedbindi,840,1382,11700,0.08866615265998458,0.06013878180416345,25,0.27473,1495,0,34,39,25,43,65,32,51,39,40,33,34,0.23700000000000002,0.16985833333333306,0.17333333333333328,0.12649999999999995,0.15142857142857163,1.1368715083798882,0.21,0.47,0.21,0.07,0.01
fscalzone,951,396,2900,0.0022497187851518562,0.1372328458942632,3,0.01734,424,?,17,37,16,42,51,11,64,39,9,12,36,0.2280000000000001,0.10788333333333351,0.13333333333333328,0.138,0.11107142857142845,1.9172185430463575,0.2,0.05,0.18,0.12,0.45
LilloCasa,826,589,1305,0.0069124423963133645,0.032834101382488476,8,0.0452,219,?,10,34,16,47,19,9,59,37,10,10,40,0.22699999999999995,0.11320000000000026,0.14333333333333326,0.13999999999999993,0.10446428571428575,3.756449948400413,0.67,0.16,0.07,0.01,0.09
gesuchepalle,481,482,1853,0.022781774580335732,0.02997601918465228,4,0.04878,61,0,8,52,16,53,32,6,47,48,7,23,40,0.2360000000000001,0.15864999999999996,0.1541666666666668,0.15500000000000003,0.1262500000000002,2.5036820446177175,0.26,0.01,0.07,0.08,0.58
PietrMOND,1857,908,25400,0.0027397260273972603,0.0019178082191780822,11,0.0514,539,?,13,50,22,57,17,9,56,34,9,19,40,0.22300000000000003,0.10440000000000002,0.13166666666666668,0.12549999999999992,0.09607142857142852,0.8122270742358079,0.25,0.03,0.44,0.03,0.26
MandrilloBionic,2045,395,109000,0.0,0.0029354207436399216,41,0.15953,34,1,10,37,16,51,13,7,36,45,9,17,36,0.24899999999999994,0.1388833333333333,0.15416666666666667,0.12900000000000003,0.12249999999999997,1.8008067992094008,0.52,0.1,0.07,0.08,0.22
DrakoChain,454,292,13500,0.01680672268907563,0.21812203142126416,15,0.06787,1717,?,17,28,25,50,37,11,39,44,11,37,35,0.22399999999999995,0.15468333333333328,0.12083333333333336,0.1346666666666667,0.11875000000000013,2.1572042004211704,0.38,0.02,0.07,0.12,0.41
mrcsmm,1934,1069,52200,0.008547008547008548,0.004748338081671415,20,0.21053,44900,?,9,19,16,49,14,5,41,14,7,37,37,0.25300000000000006,0.14000000000000018,0.18083333333333343,0.1675,0.13107142857142895,1.2908772677425149,0.51,0.04,0.05,0.06,0.34
mauriziodallap,628,297,2942,0.0045632333767926985,0.11897001303780964,16,0.08333,691,?,15,34,30,49,52,9,47,33,8,15,41,0.2300000000000001,0.1320166666666666,0.13749999999999998,0.1176666666666666,0.1133928571428571,1.8513971302190098,0.24,0.1,0.06,0.14,0.46
DeliriousMind,0,32,1665,0.06086341118188252,0.016985138004246284,23,0.10455,28,0,14,67,23,50,59,19,88,69,11,20,41,0.23100000000000004,0.15126333333333314,0.1541666666666667,0.11416666666666657,0.1246428571428572,2.3491357063405536,0.62,0.05,0.05,0.05,0.23
RenatoCursi,907,538,1163,0.037758830694275276,0.2758830694275274,4,0.0354,470,0,23,49,17,53,75,14,66,34,13,14,38,0.2350000000000001,0.13070000000000026,0.1441666666666666,0.12416666666666672,0.13517857142857168,5.40076814698434,0.6,0.01,0.01,0.04,0.34
andreavreede,288,7430,5813,0.08,0.013333333333333334,8,0.05063,12,0,11,26,17,43,35,7,73,40,10,15,36,0.1880000000000001,0.18220000000000033,0.11416666666666679,0.1970000000000001,0.08500000000000038,2.7548582254814966,0.48,0.07,0.05,0.12,0.28
EleSerra,1010,5462,13300,0.009372746935832732,0.06560922855082912,2,0.01587,1314,0,23,56,16,44,44,14,63,52,9,13,36,0.2430000000000001,0.11410000000000013,0.1108333333333333,0.11899999999999998,0.12178571428571432,3.500793650793651,0.12,0.59,0.04,0.02,0.23
riccapelle,170,280,7450,0.022556390977443608,0.14285714285714285,6,0.5,255,0,15,26,19,44,59,8,76,31,9,12,42,0.24100000000000016,0.1956000000000011,0.13416666666666674,0.19300000000000003,0.09500000000000042,15.51871297196923,0.76,0.04,0.02,0.04,0.14
destebanica,681,856,13400,0.02185792349726776,0.01639344262295082,21,0.77778,585,?,15,25,22,65,35,9,66,43,17,22,35,0.2540000000000001,0.1717,0.19499999999999998,0.17950000000000008,0.10339285714285741,2.203417350740364,0.45,0.11,0.1,0.07,0.26
FBinacchi,1997,903,3242,0.2188365650969529,0.0796398891966759,10,0.08264,21,0,8,28,17,50,73,6,73,32,7,12,39,0.22400000000000012,0.13610000000000025,0.13083333333333333,0.12499999999999996,0.11535714285714305,2.1614875191034133,0.21,0.09,0.09,0.1,0.5
mariosabatino,641,874,2413,0.020202020202020204,0.12955643390426,3,0.0163,16,8,14,35,25,42,48,10,74,41,11,22,35,0.2430000000000002,0.1448999999999998,0.15333333333333335,0.1231666666666667,0.13339285714285723,4.951754385964913,0.18,0.29,0.1,0.09,0.34
consulvenemilan,826,1444,8758,0.16666666666666666,0.013888888888888888,27,0.38571,20,1,10,19,16,49,38,5,67,21,8,10,37,0.1940000000000001,0.1655000000000006,0.10166666666666672,0.18600000000000003,0.08892857142857176,2.632118131220868,0.44,0.1,0.09,0.06,0.31
sidesantis,262,326,1222,0.05170316301703163,0.12287104622871046,133,1.0813,156,1,10,56,18,46,50,8,60,38,9,16,36,0.24500000000000022,0.14283333333333353,0.16083333333333336,0.11100000000000002,0.12107142857142865,3.0915324009887204,0.53,0.08,0.05,0.08,0.27
ClaudioRaimondi,90,678,1313,0.07530647985989491,0.06304728546409807,23,0.18254,130,1,20,31,21,56,44,10,59,32,12,15,36,0.23199999999999998,0.15939999999999965,0.18416666666666684,0.13050000000000006,0.09767857142857146,1.024338841160888,0.13,0.04,0.02,0.08,0.73
anubidal,988,3489,102000,0.0853548966756514,0.06019766397124888,12,0.18182,76300,3,12,19,16,46,36,7,69,31,8,18,39,0.24100000000000013,0.1584333333333333,0.17916666666666672,0.11950000000000001,0.12607142857142886,3.306588235294117,0.45,0.07,0.06,0.05,0.38
chiara84,642,652,15600,0.02074074074074074,0.025185185185185185,21,0.53846,1218,0,20,50,43,47,34,20,63,47,20,26,40,0.22600000000000012,0.15623333333333295,0.16416666666666666,0.16949999999999993,0.12928571428571445,2.679207220364326,0.47,0.06,0.11,0.07,0.28
nonnasilla,68,58,2581,0.018601190476190476,0.001488095238095238,9,0.08738,228,0,10,47,25,48,22,10,46,44,9,20,38,0.2220000000000001,0.12250000000000026,0.1441666666666667,0.11549999999999995,0.11642857142857141,3.006172839506173,0.48,0.37,0.04,0,0.1
ITnewsPol,318,154,17500,0.0,0.1267454350161117,64,0.26891,26,0,9,26,16,47,41,9,67,35,8,14,36,0.2620000000000002,0.15974999999999995,0.18750000000000006,0.15350000000000005,0.13053571428571437,2.933748773101772,0.48,0.03,0.05,0.1,0.34
PFerrario,265,845,27200,0.0029735355337496285,5.947071067499256E-4,41,0.1627,7,5,11,19,22,46,15,5,55,10,7,16,40,0.2670000000000002,0.15574999999999978,0.1386111111111111,0.1476666666666667,0.13910714285714296,1.38135593220339,0.23,0.18,0.02,0.01,0.55
luigicontessa,1634,1703,13100,0.006688963210702341,0.14237935977066413,9,0.07317,18400,4,10,23,18,55,43,7,56,42,9,16,38,0.2540000000000002,0.12240000000000034,0.1416666666666667,0.1495,0.10000000000000006,1.9571275152665053,0.47,0.09,0.06,0.14,0.24
stemottarelli,195,64,193,0.04343105320304017,0.008686210640608035,4,0.06452,11,0,30,38,20,33,38,21,60,29,31,24,31,0.23300000000000004,0.16879999999999953,0.15083333333333337,0.14516666666666672,0.14160714285714313,2.2415254237288136,0.54,0,0.01,0.02,0.43
albertomtx,386,2124,2676,0.08695652173913043,0.06630434782608696,5,0.04808,62,?,16,25,22,45,43,9,61,32,13,11,40,0.25199999999999995,0.1703499999999999,0.18499999999999991,0.15450000000000005,0.1194642857142859,5.328429558351838,0.18,0.01,0.08,0.17,0.55
oussinthebox,325,96,262,0.042283298097251586,0.13742071881606766,12,0.13483,54,?,13,58,18,47,49,9,55,43,8,25,37,0.21899999999999997,0.17939999999999978,0.18583333333333335,0.16450000000000004,0.13839285714285726,4.4643656733851,0.52,0.06,0.04,0.03,0.35
sowmyasofia,2002,1328,53500,0.0026041666666666665,0.0,4,0.0177,3942,9,12,19,34,46,12,9,49,42,9,12,39,0.206,0.1383000000000001,0.14277777777777784,0.13849999999999998,0.11089285714285715,5.074689440993789,0.41,0.09,0.04,0.04,0.42
aquarenghi,32,101,432,7.861635220125787E-4,0.0031446540880503146,34,0.14655,0,0,17,33,33,43,14,28,50,84,32,11,43,0.21599999999999991,0.1528999999999998,0.13916666666666663,0.09000000000000002,0.11714285714285698,3.0438495785988264,0.45,0.12,0.1,0.07,0.25
FDemofonti75,1265,466,3190,0.044213263979193757,0.00953619419159081,52,0.25871,0,0,16,38,16,39,18,9,42,62,8,30,37,0.24300000000000022,0.11635000000000006,0.12583333333333335,0.12500000000000003,0.07517857142857143,2.120017174111122,0.29,0.18,0.07,0.12,0.33
